hotel_id,name,city,price_per_night,rating,amenities
30,Hotel_Mumbai_30,Mumbai,5922.51,4.3,"Breakfast,Heater,Bar,Room Service,Gym,AC"
31,Hotel_Mumbai_31,Mumbai,1421.1,2.9,"Bar,Parking,Room Service,Gym,Heater"
32,Hotel_Kerala_32,Kerala,5669.65,4.9,"Bar,Wifi,Heater,Spa,Room Service"
33,Hotel_Manali_33,Manali,5461.62,4.9,"Breakfast,Room Service,Pool,Heater,AC,Spa"
34,Hotel_Chennai_34,Chennai,5617.18,3,"Pool,Gym,Heater,Breakfast"
35,Hotel_Agra_35,Agra,3535.56,2.7,"Gym,Heater,Breakfast"
36,Hotel_Jaisalmer_36,Jaisalmer,3974.34,3.7,"Room Service,Bar,Wifi,Pool"
37,Hotel_Jaisalmer_37,Jaisalmer,1276.58,3.8,"AC,Parking,Heater,Gym,Wifi"
38,Hotel_Chennai_38,Chennai,7831.09,3,"Breakfast,Parking,Pool"
39,Hotel_Shimla_39,Shimla,2467.01,2.8,"Parking,Pool,AC,Heater,Room Service,Wifi"
40,Hotel_Delhi_40,Delhi,1918.58,2.8,"Wifi,Room Service,Bar,Spa,Parking"
41,Hotel_Manali_41,Manali,5878.14,4.5,"AC,Room Service,Pool,Spa,Parking"
42,Hotel_Chennai_42,Chennai,7920.26,2.5,"Parking,Wifi,Spa,Breakfast,Gym"
43,Hotel_Agra_43,Agra,1571.72,4.9,"Bar,Parking,Wifi"
44,Hotel_Udaipur_44,Udaipur,2047.76,2.7,"Spa,Room Service,Parking"
45,Hotel_Kerala_45,Kerala,3897.24,4.1,"Parking,Pool,Gym,Breakfast,Bar"
46,Hotel_Udaipur_46,Udaipur,1880.48,4.1,"Room Service,Breakfast,Pool,Gym,Wifi,AC"
47,Hotel_Agra_47,Agra,6498.68,3.6,"Spa,Bar,Room Service,AC,Breakfast"
48,Hotel_Kerala_48,Kerala,3471.77,4.4,"Breakfast,Heater,Gym,Pool"
49,Hotel_Udaipur_49,Udaipur,4792.25,3.9,"Parking,Breakfast,Spa"
50,Hotel_Chennai_50,Chennai,2841.52,3.4,"Spa,Bar,Room Service,Breakfast,Heater"
51,Hotel_Goa_51,Goa,6321.35,4.1,"Parking,Heater,Spa,Pool,Bar,Breakfast"
52,Hotel_Manali_52,Manali,1023.54,2.8,"Breakfast,Bar,AC,Wifi,Gym,Parking"
53,Hotel_Chennai_53,Chennai,4087.65,4,"Spa,Room Service,AC,Breakfast,Parking,Wifi"
54,Hotel_Udaipur_54,Udaipur,1748.17,4.2,"Wifi,Pool,Spa"
55,Hotel_Shimla_55,Shimla,7256.55,4.6,"Spa,Room Service,Wifi,Bar"
56,Hotel_Delhi_56,Delhi,3922.35,3,"Wifi,Breakfast,Parking"
57,Hotel_Mumbai_57,Mumbai,6613.01,4,"Parking,Gym,Breakfast"
58,Hotel_Udaipur_58,Udaipur,7892.38,4.8,"Bar,Heater,Breakfast,Parking"
59,Hotel_Mumbai_59,Mumbai,7067.64,4.7,"Spa,Wifi,Heater"
60,Hotel_Udaipur_60,Udaipur,6629.31,3.6,"AC,Pool,Breakfast,Parking,Spa,Bar"
61,Hotel_Mumbai_61,Mumbai,2855.44,3.8,"Wifi,Bar,Gym"
62,Hotel_Kerala_62,Kerala,7829.98,4.6,"AC,Spa,Room Service,Parking"
63,Hotel_Jaisalmer_63,Jaisalmer,6098.17,4.2,"Spa,Bar,Breakfast,Pool,Heater,Gym"
64,Hotel_Shimla_64,Shimla,4222.17,4,"Gym,Parking,Pool,Wifi"
65,Hotel_Goa_65,Goa,1681.94,3.6,"Parking,Room Service,Breakfast,Pool,Heater,Bar"
66,Hotel_Jaisalmer_66,Jaisalmer,4786.08,3,"Parking,Breakfast,Bar"
67,Hotel_Manali_67,Manali,7980.48,3.6,"Room Service,Breakfast,Bar"
68,Hotel_Delhi_68,Delhi,5714.81,4.5,"Room Service,AC,Bar,Gym"
69,Hotel_Jaisalmer_69,Jaisalmer,7962.8,3.5,"Wifi,AC,Spa"
70,Hotel_Jaisalmer_70,Jaisalmer,7254.08,3.6,"Room Service,AC,Gym,Breakfast"
71,Hotel_Shimla_71,Shimla,4970.75,5,"Parking,Room Service,Bar"
72,Hotel_Shimla_72,Shimla,7383.5,2.5,"Room Service,Parking,Bar,Gym,Breakfast,Wifi"
73,Hotel_Manali_73,Manali,3584.88,2.6,"Wifi,Spa,Breakfast,Gym"
74,Hotel_Shimla_74,Shimla,7707.35,3,"Pool,Spa,Wifi,Bar"
75,Hotel_Agra_75,Agra,6961.94,2.6,"Pool,Parking,AC,Wifi,Spa"
76,Hotel_Udaipur_76,Udaipur,7763.12,3.6,"Gym,Breakfast,Parking"
77,Hotel_Udaipur_77,Udaipur,6204.95,4.5,"Spa,Heater,Parking,Pool,Gym,Wifi"
78,Hotel_Agra_78,Agra,6572.9,3.3,"Parking,Bar,Spa,Heater"
79,Hotel_Manali_79,Manali,5310.79,2.8,"Spa,Room Service,Breakfast"
80,Hotel_Kerala_80,Kerala,1984.48,3,"Wifi,Room Service,Heater,Bar,Spa,AC"
81,Hotel_Mumbai_81,Mumbai,2618.47,3.1,"Pool,Gym,Parking,Bar"
82,Hotel_Mumbai_82,Mumbai,5952.09,4.1,"AC,Gym,Room Service,Bar"
83,Hotel_Goa_83,Goa,4290.84,3.3,"Wifi,Pool,Gym,Room Service"
84,Hotel_Udaipur_84,Udaipur,7740.41,2.8,"Spa,AC,Room Service,Heater,Bar,Breakfast"
85,Hotel_Kerala_85,Kerala,7777.54,3.2,"Pool,Spa,AC,Wifi"
86,Hotel_Agra_86,Agra,6263.45,2.9,"Heater,Pool,Room Service,Breakfast,Spa"
87,Hotel_Jaisalmer_87,Jaisalmer,4598.86,4.9,"Bar,Heater,AC,Breakfast"
88,Hotel_Manali_88,Manali,2274.57,4.4,"Heater,Parking,Spa,Gym,AC,Bar"
89,Hotel_Udaipur_89,Udaipur,4985.25,4.1,"Heater,Pool,AC,Room Service,Parking"
90,Hotel_Mumbai_90,Mumbai,2226.28,2.5,"Heater,Wifi,Bar,Gym,AC"
91,Hotel_Chennai_91,Chennai,6838.76,4.9,"Spa,Bar,Wifi,Parking,Breakfast"
92,Hotel_Chennai_92,Chennai,7288.1,2.8,"Breakfast,Bar,Wifi"
93,Hotel_Shimla_93,Shimla,3948.67,2.9,"Breakfast,AC,Gym,Bar,Parking,Pool"
94,Hotel_Jaisalmer_94,Jaisalmer,2917.41,3.4,"Wifi,Breakfast,AC,Bar,Spa"
95,Hotel_Goa_95,Goa,3582.6,4.7,"AC,Breakfast,Spa,Gym,Wifi"
96,Hotel_Goa_96,Goa,6278.13,4,"Wifi,Gym,Spa,Breakfast"
97,Hotel_Kerala_97,Kerala,4517.71,3.3,"Pool,Gym,Spa,Wifi,Breakfast"
98,Hotel_Delhi_98,Delhi,4656.83,3.3,"Gym,Wifi,Heater,Room Service,Spa,Pool"
99,Hotel_Udaipur_99,Udaipur,4240.76,4.9,"AC,Heater,Breakfast,Gym"
100,Hotel_Delhi_100,Delhi,7790.61,4.5,"Wifi,Gym,Room Service,AC,Pool"
101,Hotel_Manali_101,Manali,3521.75,3.3,"Heater,Parking,Room Service"
102,Hotel_Chennai_102,Chennai,5697.15,3.5,"Wifi,Gym,Room Service,Parking"
103,Hotel_Goa_103,Goa,5077.93,2.8,"Heater,Spa,Breakfast,Gym"
104,Hotel_Manali_104,Manali,3871.56,2.7,"Breakfast,Heater,Spa,AC,Bar,Wifi"
105,Hotel_Delhi_105,Delhi,3096.25,3.4,"Breakfast,Bar,Room Service,Wifi,Parking,Gym"
106,Hotel_Shimla_106,Shimla,2398.66,3.4,"Wifi,Bar,AC,Gym"
107,Hotel_Udaipur_107,Udaipur,5336.92,2.7,"Spa,Gym,Wifi,Heater,Bar"
108,Hotel_Udaipur_108,Udaipur,1263.65,4,"Room Service,Breakfast,AC"
109,Hotel_Delhi_109,Delhi,1928.96,3.2,"Spa,Heater,Pool,Bar,Gym,Breakfast"
110,Hotel_Udaipur_110,Udaipur,5628.41,4.7,"Spa,Pool,Breakfast"
111,Hotel_Shimla_111,Shimla,2314.99,4.9,"Gym,Pool,Room Service,Parking"
112,Hotel_Kerala_112,Kerala,1420.57,3.9,"Pool,Room Service,Breakfast"
113,Hotel_Udaipur_113,Udaipur,6735.11,4.2,"Bar,Wifi,AC"
114,Hotel_Agra_114,Agra,4711.71,4,"Breakfast,Pool,Room Service,Spa,Heater,Wifi"
115,Hotel_Shimla_115,Shimla,5399.57,4.8,"Breakfast,Wifi,Heater,AC,Gym"
116,Hotel_Manali_116,Manali,2466.86,4.6,"Pool,Gym,AC,Room Service,Spa,Parking"
117,Hotel_Kerala_117,Kerala,6876.67,4.3,"Parking,Breakfast,Bar,Pool"
118,Hotel_Shimla_118,Shimla,3375.7,4.7,"Spa,Heater,Pool,Gym,AC"
119,Hotel_Kerala_119,Kerala,7334.2,3.1,"Heater,AC,Pool"
120,Hotel_Goa_120,Goa,2798.46,2.9,"Breakfast,Wifi,Gym,Heater"
121,Hotel_Kerala_121,Kerala,7670.29,3.6,"Breakfast,Wifi,Heater,AC,Gym,Bar"
122,Hotel_Jaisalmer_122,Jaisalmer,2271.41,3.8,"Breakfast,AC,Bar,Spa,Parking,Gym"
123,Hotel_Mumbai_123,Mumbai,1216.6,3.2,"Room Service,Breakfast,AC"
124,Hotel_Manali_124,Manali,2101.39,3.4,"Bar,AC,Gym,Room Service,Heater"
125,Hotel_Goa_125,Goa,4333.16,4.2,"Pool,Gym,Spa,AC"
126,Hotel_Jaisalmer_126,Jaisalmer,7536.78,3.9,"Room Service,Heater,AC,Wifi"
127,Hotel_Kerala_127,Kerala,4143.42,4.3,"Heater,Parking,AC,Wifi"
128,Hotel_Udaipur_128,Udaipur,7183.93,4.8,"Breakfast,Room Service,Spa"
129,Hotel_Mumbai_129,Mumbai,2318.33,4.4,"Heater,Bar,Gym,Spa,Breakfast"
130,Hotel_Agra_130,Agra,7603.03,2.5,"Heater,Pool,Bar,Breakfast,Wifi,Spa"
131,Hotel_Agra_131,Agra,4743.36,4,"AC,Bar,Wifi,Parking,Room Service,Breakfast"
132,Hotel_Shimla_132,Shimla,4052.76,4.3,"Gym,Pool,Breakfast,Bar,Parking,Wifi"
133,Hotel_Agra_133,Agra,2206.79,3.8,"Wifi,Pool,Breakfast,Bar,Room Service,Parking"
134,Hotel_Udaipur_134,Udaipur,1501.98,3.5,"Pool,Heater,Parking,Spa,AC"
135,Hotel_Manali_135,Manali,1919.29,4.6,"Pool,Breakfast,Room Service,Heater"
136,Hotel_Kerala_136,Kerala,6408.12,4.3,"Parking,Gym,Bar"
137,Hotel_Manali_137,Manali,2477.35,4.3,"Room Service,Breakfast,AC,Spa,Parking,Heater"
138,Hotel_Mumbai_138,Mumbai,6997.6,3.4,"Heater,Pool,Room Service,Gym,Parking"
139,Hotel_Delhi_139,Delhi,2326.36,4.5,"Spa,Pool,Gym"
140,Hotel_Delhi_140,Delhi,4894.8,4.1,"Room Service,Bar,Wifi,AC,Heater,Gym"
141,Hotel_Jaisalmer_141,Jaisalmer,3848.29,4.4,"AC,Pool,Bar,Wifi"
142,Hotel_Jaisalmer_142,Jaisalmer,7009.31,3.5,"Spa,Wifi,Parking,Pool,Room Service,Breakfast"
143,Hotel_Kerala_143,Kerala,3270.8,4.4,"AC,Spa,Pool"
144,Hotel_Chennai_144,Chennai,6770.52,4.9,"Parking,Pool,Heater,Bar"
145,Hotel_Goa_145,Goa,6453.31,2.8,"Spa,Breakfast,Parking,Gym"
146,Hotel_Agra_146,Agra,3468.83,4.1,"Heater,Breakfast,Wifi,Room Service"
147,Hotel_Goa_147,Goa,7583.51,2.8,"Wifi,Room Service,Breakfast,Gym,Heater"
148,Hotel_Chennai_148,Chennai,4121.8,4.8,"Heater,Bar,Pool,Gym,AC,Parking"
149,Hotel_Delhi_149,Delhi,5016.66,3.8,"Parking,Spa,Heater,AC"
150,Hotel_Shimla_150,Shimla,1748.98,4.5,"Pool,Wifi,AC,Parking"
151,Hotel_Udaipur_151,Udaipur,7359.48,3.8,"AC,Parking,Breakfast,Bar,Heater,Pool"
152,Hotel_Udaipur_152,Udaipur,7911.58,3.8,"Breakfast,Room Service,Gym,Parking,Pool"
153,Hotel_Shimla_153,Shimla,7012.3,3.3,"AC,Parking,Wifi,Pool,Bar"
154,Hotel_Udaipur_154,Udaipur,7234.15,3.3,"Gym,Bar,Spa,Pool"
155,Hotel_Chennai_155,Chennai,2170.98,3.3,"Breakfast,Heater,Pool"
156,Hotel_Manali_156,Manali,3036.15,4.3,"Wifi,Heater,AC,Pool,Gym"
157,Hotel_Mumbai_157,Mumbai,4386.44,3.1,"Breakfast,Bar,Pool,Parking,Spa"
158,Hotel_Shimla_158,Shimla,3803.31,4.1,"Parking,Pool,Gym"
159,Hotel_Jaisalmer_159,Jaisalmer,5799.73,4.2,"Parking,Pool,Gym,Wifi,Breakfast,Heater"
160,Hotel_Jaisalmer_160,Jaisalmer,3392.54,3.1,"AC,Heater,Gym"
161,Hotel_Kerala_161,Kerala,3195.07,4.3,"Room Service,Parking,Heater,Breakfast"
162,Hotel_Udaipur_162,Udaipur,6890.62,4,"Spa,Gym,Parking,AC,Wifi,Room Service"
163,Hotel_Chennai_163,Chennai,2119.9,4.9,"Spa,Breakfast,Room Service,Heater,Pool,Wifi"
164,Hotel_Shimla_164,Shimla,5792.79,2.6,"Parking,Gym,Pool"
165,Hotel_Kerala_165,Kerala,5650.78,3.4,"AC,Heater,Wifi"
166,Hotel_Goa_166,Goa,2964.75,4.4,"Spa,Room Service,Parking,Breakfast"
167,Hotel_Jaisalmer_167,Jaisalmer,2392.7,3.4,"Parking,Room Service,Pool"
168,Hotel_Mumbai_168,Mumbai,7963.2,3.6,"AC,Pool,Parking"
169,Hotel_Agra_169,Agra,1231.62,3.3,"Breakfast,Gym,Spa,Room Service"
170,Hotel_Chennai_170,Chennai,5710.65,3.8,"Parking,Bar,Breakfast,Pool"
171,Hotel_Delhi_171,Delhi,7949.93,2.8,"Bar,Spa,AC,Heater,Parking,Gym"
172,Hotel_Shimla_172,Shimla,5700.47,2.7,"Breakfast,Room Service,Bar,Spa,Wifi,AC"
173,Hotel_Chennai_173,Chennai,6086.37,3.7,"Gym,Pool,Bar,Spa"
174,Hotel_Shimla_174,Shimla,5924.49,4,"Gym,Room Service,Breakfast,Pool"
175,Hotel_Delhi_175,Delhi,3735.47,3.8,"Bar,Gym,Parking,Pool"
176,Hotel_Mumbai_176,Mumbai,3927.39,4.5,"Wifi,Parking,Gym"
177,Hotel_Manali_177,Manali,3693.38,4.8,"AC,Room Service,Breakfast,Pool,Spa,Parking"
178,Hotel_Delhi_178,Delhi,5088.16,4.6,"Bar,Breakfast,Gym"
179,Hotel_Agra_179,Agra,6258.92,3.6,"Wifi,Pool,Gym"
180,Hotel_Goa_180,Goa,5822.4,2.6,"Breakfast,Parking,Gym,Heater"
181,Hotel_Kerala_181,Kerala,2422.6,4.3,"Parking,Breakfast,Room Service,Spa,Bar,Heater"
182,Hotel_Delhi_182,Delhi,7764.48,2.7,"Spa,Breakfast,Pool,Room Service,Wifi"
183,Hotel_Shimla_183,Shimla,3391.86,3.6,"Bar,Breakfast,Heater,Pool,Wifi"
184,Hotel_Chennai_184,Chennai,5582.95,3.9,"Room Service,Gym,Breakfast"
185,Hotel_Delhi_185,Delhi,6404.65,3.8,"Gym,AC,Wifi,Spa"
186,Hotel_Jaisalmer_186,Jaisalmer,1524.1,4.1,"Bar,Pool,Parking"
187,Hotel_Agra_187,Agra,7964.2,5,"Heater,Parking,Room Service,Wifi,Bar,Gym"
188,Hotel_Udaipur_188,Udaipur,3217.44,2.6,"Gym,AC,Room Service,Parking"
189,Hotel_Delhi_189,Delhi,1624.62,4.1,"Heater,Breakfast,Spa,Parking,Bar,Room Service"
190,Hotel_Kerala_190,Kerala,1281.2,4.7,"AC,Pool,Breakfast,Parking,Bar"
191,Hotel_Kerala_191,Kerala,1973,4.4,"Spa,Room Service,Pool,Parking"
192,Hotel_Jaisalmer_192,Jaisalmer,1237.11,2.8,"Wifi,Pool,Gym,Heater"
193,Hotel_Udaipur_193,Udaipur,1818.49,2.7,"Breakfast,Room Service,Pool,Bar,Spa"
194,Hotel_Delhi_194,Delhi,4291.57,4.3,"Room Service,Wifi,Pool"
195,Hotel_Jaisalmer_195,Jaisalmer,7292.63,4,"Room Service,Spa,Bar,Gym"
196,Hotel_Goa_196,Goa,4804.18,3.6,"AC,Gym,Heater,Room Service,Wifi,Pool"
197,Hotel_Goa_197,Goa,4430.06,3.7,"Wifi,Room Service,Pool,AC"
198,Hotel_Jaisalmer_198,Jaisalmer,3126.17,2.7,"AC,Bar,Heater,Spa"
199,Hotel_Kerala_199,Kerala,1796.84,3.4,"Heater,Wifi,Breakfast,Parking,Bar,Pool"
200,Hotel_Kerala_200,Kerala,6765.42,2.7,"Bar,Breakfast,Room Service"
201,Hotel_Goa_201,Goa,1638.45,3.6,"Parking,Breakfast,AC,Room Service,Wifi,Pool"
202,Hotel_Delhi_202,Delhi,4645.1,2.9,"Room Service,Breakfast,AC"
203,Hotel_Kerala_203,Kerala,1001.21,2.7,"AC,Heater,Gym,Pool,Spa"
204,Hotel_Udaipur_204,Udaipur,4009.91,3.4,"Gym,AC,Breakfast,Pool,Heater"
205,Hotel_Kerala_205,Kerala,1487.48,4.9,"Gym,Room Service,AC"
206,Hotel_Udaipur_206,Udaipur,2078.46,3.3,"Gym,Pool,Heater,AC"
207,Hotel_Mumbai_207,Mumbai,4185.38,4.7,"Gym,Pool,Parking,Room Service"
208,Hotel_Jaisalmer_208,Jaisalmer,7817.43,3.6,"Spa,Breakfast,Pool,Gym,Wifi,AC"
209,Hotel_Jaisalmer_209,Jaisalmer,2927.31,4,"Parking,Breakfast,Pool,AC,Room Service,Bar"
210,Hotel_Delhi_210,Delhi,4543.06,3.1,"Pool,AC,Gym"
211,Hotel_Shimla_211,Shimla,3844.94,3.4,"Wifi,AC,Breakfast,Spa,Gym,Bar"
212,Hotel_Manali_212,Manali,7052.82,3.9,"Breakfast,AC,Wifi,Bar"
213,Hotel_Shimla_213,Shimla,5830.69,4.4,"Room Service,Breakfast,AC"
214,Hotel_Chennai_214,Chennai,5363.36,2.6,"Heater,Pool,Room Service,AC,Parking"
215,Hotel_Chennai_215,Chennai,5291.31,2.5,"Parking,Breakfast,Spa,Bar,Pool"
216,Hotel_Delhi_216,Delhi,4363.57,4.9,"Breakfast,Room Service,Wifi,Pool,Gym,Heater"
217,Hotel_Udaipur_217,Udaipur,3303.16,3.6,"Wifi,Heater,Breakfast,Spa,AC,Gym"
218,Hotel_Mumbai_218,Mumbai,1932.99,2.6,"Parking,Breakfast,AC"
219,Hotel_Agra_219,Agra,1185.94,4.6,"Room Service,Gym,Bar,Heater"
220,Hotel_Goa_220,Goa,6152.12,4,"Pool,AC,Room Service,Breakfast"
221,Hotel_Agra_221,Agra,7753.44,2.6,"Wifi,Breakfast,Pool,Gym,Spa,AC"
222,Hotel_Chennai_222,Chennai,5280.13,4.3,"Pool,Heater,Wifi,Gym"
223,Hotel_Chennai_223,Chennai,5140.51,3.5,"Room Service,Bar,Pool,Breakfast,AC,Spa"
224,Hotel_Mumbai_224,Mumbai,5509.49,3,"Room Service,Heater,Parking"
225,Hotel_Goa_225,Goa,1286.48,3.6,"Wifi,Gym,Spa,Heater,AC"
226,Hotel_Kerala_226,Kerala,5671.98,2.7,"Bar,Room Service,Pool,Spa,Wifi,Breakfast"
227,Hotel_Mumbai_227,Mumbai,3042.43,3.8,"Gym,Room Service,Breakfast,Pool,Wifi,Spa"
228,Hotel_Mumbai_228,Mumbai,6242.18,3.6,"AC,Pool,Breakfast"
229,Hotel_Chennai_229,Chennai,6866.19,3.8,"Breakfast,Gym,Parking"
230,Hotel_Agra_230,Agra,6476.63,4.6,"AC,Wifi,Spa,Breakfast,Bar"
231,Hotel_Shimla_231,Shimla,2897.01,3.6,"Spa,Room Service,AC,Parking"
232,Hotel_Chennai_232,Chennai,4263.32,4.6,"AC,Room Service,Wifi"
233,Hotel_Agra_233,Agra,7242.99,3.6,"Wifi,Breakfast,Gym,Spa,Parking,Bar"
234,Hotel_Mumbai_234,Mumbai,2180.91,3.8,"Gym,Breakfast,Heater"
235,Hotel_Manali_235,Manali,2843,3.3,"Wifi,AC,Bar,Breakfast,Room Service"
236,Hotel_Chennai_236,Chennai,4707.58,3.3,"Gym,Parking,Breakfast"
237,Hotel_Mumbai_237,Mumbai,7607.31,4.7,"Room Service,Gym,Bar,Wifi"
238,Hotel_Mumbai_238,Mumbai,3129.62,3.1,"Pool,Parking,Wifi"
239,Hotel_Delhi_239,Delhi,2201.81,4.8,"Pool,Spa,Heater,AC"
240,Hotel_Jaisalmer_240,Jaisalmer,5896.37,2.6,"Wifi,Heater,Spa"
241,Hotel_Chennai_241,Chennai,6326.73,4,"Parking,AC,Bar,Spa,Breakfast,Room Service"
242,Hotel_Chennai_242,Chennai,7328.99,3.8,"Spa,Gym,Room Service,Heater"
243,Hotel_Udaipur_243,Udaipur,4796.06,3.8,"Breakfast,Pool,Heater,Room Service,Spa"
244,Hotel_Goa_244,Goa,5639.35,4.6,"AC,Bar,Wifi,Room Service,Breakfast"
245,Hotel_Delhi_245,Delhi,6469.43,4.9,"Heater,Pool,Spa"
246,Hotel_Shimla_246,Shimla,5844.21,4.2,"Breakfast,Heater,Wifi"
247,Hotel_Agra_247,Agra,5672.23,3.4,"Breakfast,Gym,Heater,Room Service"
248,Hotel_Udaipur_248,Udaipur,3255.61,3.3,"Parking,Bar,Wifi"
249,Hotel_Agra_249,Agra,4239.58,3.8,"AC,Spa,Room Service,Wifi,Gym"
250,Hotel_Mumbai_250,Mumbai,1567.49,4.9,"Spa,Bar,AC,Wifi,Parking"
251,Hotel_Jaisalmer_251,Jaisalmer,1557.63,3.2,"Spa,Pool,Room Service"
252,Hotel_Shimla_252,Shimla,2181.88,2.9,"Spa,Parking,Wifi"
253,Hotel_Agra_253,Agra,3171.18,3.4,"Breakfast,Bar,Room Service"
254,Hotel_Mumbai_254,Mumbai,2448.93,2.5,"Pool,Spa,Room Service,Bar"
255,Hotel_Manali_255,Manali,7144.03,3,"Gym,Bar,Room Service"
256,Hotel_Chennai_256,Chennai,1344.05,4.2,"Spa,AC,Bar,Heater,Gym,Room Service"
257,Hotel_Mumbai_257,Mumbai,6366.29,2.9,"Spa,AC,Pool,Breakfast,Parking"
258,Hotel_Goa_258,Goa,3826.67,4.7,"Spa,Bar,Heater"
259,Hotel_Udaipur_259,Udaipur,5659.57,4.8,"Parking,Wifi,Room Service"
260,Hotel_Kerala_260,Kerala,4542.61,3.5,"Parking,Breakfast,Gym"
261,Hotel_Mumbai_261,Mumbai,5146.99,4.7,"Wifi,Bar,Heater,Pool"
262,Hotel_Jaisalmer_262,Jaisalmer,4758.09,3.3,"Bar,Spa,Wifi,Heater,Pool,Parking"
263,Hotel_Jaisalmer_263,Jaisalmer,4066.07,3.3,"Room Service,Bar,Parking,Spa,Breakfast,Pool"
264,Hotel_Agra_264,Agra,1466.53,3.4,"Parking,Breakfast,Wifi,AC,Room Service"
265,Hotel_Agra_265,Agra,4573.26,3.3,"Gym,Pool,Wifi,Parking,Room Service"
266,Hotel_Goa_266,Goa,5969.98,3.4,"Bar,Room Service,AC"
267,Hotel_Shimla_267,Shimla,6915.25,3.3,"Spa,Gym,AC,Wifi,Parking"
268,Hotel_Shimla_268,Shimla,7831.31,4.7,"Pool,Wifi,AC,Gym"
269,Hotel_Udaipur_269,Udaipur,3502.49,3.8,"Wifi,AC,Gym,Breakfast"
270,Hotel_Chennai_270,Chennai,1106.43,4.5,"Gym,AC,Parking,Pool,Breakfast"
271,Hotel_Agra_271,Agra,1105.85,4.9,"Wifi,Pool,Bar,Heater"
272,Hotel_Goa_272,Goa,4554.28,4.1,"Heater,Pool,Spa"
273,Hotel_Udaipur_273,Udaipur,6253.71,4.6,"Wifi,Parking,Pool,Room Service"
274,Hotel_Agra_274,Agra,2021.01,4.3,"AC,Wifi,Breakfast"
275,Hotel_Jaisalmer_275,Jaisalmer,1836.07,3.1,"Room Service,Pool,Parking,Heater"
276,Hotel_Agra_276,Agra,2202.08,3.7,"Gym,AC,Wifi,Spa,Pool,Heater"
277,Hotel_Goa_277,Goa,3799.5,4.7,"AC,Spa,Pool"
278,Hotel_Jaisalmer_278,Jaisalmer,3018.26,3.3,"AC,Parking,Gym,Bar"
279,Hotel_Goa_279,Goa,3511.69,3.5,"Breakfast,Pool,Bar,Heater,Wifi,Room Service"
280,Hotel_Chennai_280,Chennai,2037.71,4.7,"Heater,Spa,Wifi,Pool,Gym,Room Service"
281,Hotel_Manali_281,Manali,3585.82,4.2,"Room Service,Parking,Pool"
282,Hotel_Kerala_282,Kerala,1756.42,4.5,"Room Service,Gym,Pool,Spa,Breakfast,AC"
283,Hotel_Agra_283,Agra,1259.91,3.8,"Pool,Breakfast,Spa"
